simp,freq,famsize,semrad,semfreq,semfamsize,phon,phonfreq,phonfam
倍,56.9481,11,亻,51543.5654,164,咅,1104.2469,8
腰,75.2988,33,月,21151.9802,115,要,75.2988,1
柴,15.4173,10,木,23327.0765,210,此,78.6469,7
霎,1.5111,4,雨,2141.5901,24,妾,609.0074,2
返,56.4099,21,辶,28384.0494,81,反,1684.637,9
舰,16.4099,19,舟,520.5333,12,见,2319.8963,5
澜,7.7086,6,氵,19088.7556,238,阑,9.4222,2
晴,70.8889,9,日,29708.8296,72,青,4527.8222,13
洁,67.516,25,氵,19088.7556,238,吉,833.2889,8
豁,19.9654,8,谷,72.558,2,害,78.8198,5
嘲,17.5753,5,口,50016.563,297,朝,154.563,2
讽,13.1802,3,讠,19842.7358,108,风,256.9037,3
蜕,5.4321,2,虫,1653.4963,97,兑,3850.6222,7
泼,16.9877,8,氵,19088.7556,238,发,100.879,3
咀,3.8864,1,口,50016.563,297,且,1299.7877,15
酬,14.7901,11,酉,1758.6815,30,州,85.9654,2
趋,15.7284,9,走,6645.7432,14,刍,156.7407,4
璜,0.2963,1,王,7173.763,52,黄,55.8914,6
毗,0.5284,2,比,1595.1802,4,比,265.3136,12
搬,53.1111,10,扌,19245.0025,233,般,55.5654,4
冻,122.8,27,冫,2629.1654,21,东,136.1136,3
呜,51.2543,3,口,50016.563,297,乌,65.7531,3
抚,18.9975,14,扌,19245.0025,233,无,26.3506,3
常,665.842,71,巾,5269.7481,32,尚,1084.9827,12
沥,7.6642,3,氵,19088.7556,238,历,15.1111,4
颊,5.1951,3,页,3263.0321,33,夹,100.4889,7
您,358.5284,2,心,19695.9012,59,你,358.5284,1
驻,14.2074,14,马,1869.2049,34,主,1198.8593,7
漾,5.1852,2,氵,19088.7556,238,羕,5.1852,1
询,26.242,9,讠,19842.7358,108,旬,36.558,5
追,204.3753,37,辶,28384.0494,81,追,205.7975,2
砂,19.2099,14,石,1850.5235,61,少,617.2296,9
虾,56.4938,9,虫,1653.4963,97,下,153.3827,2
鸽,13.9012,5,鸟,608.1975,42,合,3729.6741,12
惟,6.5037,5,忄,9431.3086,100,隹,3055.7531,15
豌,3.4123,1,豆,184.7704,3,宛,93.8568,7
撰,2.3605,5,扌,19245.0025,233,巽,2.3605,1
烊,2.2025,1,火,3108.6963,70,羊,2463.358,12
喊,68.3605,13,口,50016.563,297,咸,1876.5778,6
搭,117.921,22,扌,19245.0025,233,荅,240.237,5
堵,66.8988,7,土,17088.4346,84,者,4725.4617,16
翳,0.1432,1,羽,547.4469,17,殹,0.1432,1
迁,19.1407,19,辶,28384.0494,81,千,5014.4741,7
姣,1.358,2,女,18584.642,96,交,676.4988,16
嘘,19.2938,3,口,50016.563,297,虚,22.8198,3
锹,0.4642,1,钅,3731.8272,120,秋,60.1136,6
迄,2.242,2,辶,28384.0494,81,乞,1535.1012,6
渺,10,6,氵,19088.7556,238,眇,11.037,2
恙,2.5284,2,心,19695.9012,59,羊,2463.358,12
麓,1.0173,3,鹿,38.3309,7,鹿,4.2519,4
恐,127.3037,21,忄,9431.3086,100,巩,127.3037,1
奄,1.3037,1,大,16670.0889,29,电,1174.1679,2
馈,16.2914,2,饣,1257.0617,27,贵,163.3728,6
赠,38.4099,14,贝,3940.7309,52,曾,692.4988,7
猪,172.1235,30,犭,1997.2346,39,者,4725.4617,16
倌,1.0716,2,亻,51543.5654,164,官,629.5457,5
懂,297.1654,6,忄,9431.3086,100,董,297.1654,1
涌,23.2741,13,氵,19088.7556,238,甬,1245.5753,11
烙,4.884,4,火,3108.6963,70,各,2410.8593,18
链,88.1877,14,钅,3731.8272,120,连,123.6247,4
慌,37.9753,12,忄,9431.3086,100,荒,106.6765,2
杵,1.1951,1,木,23327.0765,210,午,516.6469,2
钙,10.8642,4,钅,3731.8272,120,丐,10.8642,1
伦,101.0123,17,亻,51543.5654,164,仑,597.3037,8
仿,38.5481,16,亻,51543.5654,164,方,2059.4617,12
棋,19.2889,19,木,23327.0765,210,其,1622.6914,13
龚,1.9062,0,龙,1315.6,3,共,269.9111,7
避,78.5531,27,辶,28384.0494,81,辟,263.5901,10
龋,0.5679,1,齿,101.8469,10,禹,0.5679,1
嗽,18.4593,1,口,50016.563,297,欶,24.8049,2
呓,0.5975,2,口,50016.563,297,艺,0.5975,1
氛,43.6494,2,气,1142.9185,14,分,903.2593,12
坑,67.5062,17,土,17088.4346,84,亢,326.8296,9
铛,2.8395,2,钅,3731.8272,120,当,133.8815,4
褐,3.3432,8,衤,1737.6593,32,曷,741.0321,9
啻,0.0494,1,口,50016.563,297,帝,75.7037,6
呼,194.2815,46,口,50016.563,297,乎,194.2815,1
蓬,8.1136,13,艹,9164.7556,191,逢,38.7802,3
莱,76.6716,6,艹,9164.7556,191,来,79.1556,3
镯,4.563,2,钅,3731.8272,120,蜀,4.8049,3
恩,153.442,36,心,19695.9012,59,因,434.2765,7
驮,0.9185,1,马,1869.2049,34,大,527.1358,2
屿,7.9012,1,山,1569.0568,42,与,7.9012,1
募,10.1975,6,力,6800.9383,25,莫,681.284,14
锅,128.879,30,钅,3731.8272,120,呙,278.3309,8
谦,28.3407,9,讠,19842.7358,108,兼,168.3309,4
馒,9.5407,1,饣,1257.0617,27,曼,388.637,7
逗,38.7901,12,辶,28384.0494,81,豆,67.363,2
挖,35.521,9,扌,19245.0025,233,穵,35.521,1
窜,4.7704,4,穴,1620.3358,24,串,47.9012,2
谏,0.2765,0,讠,19842.7358,108,柬,144.5383,3
盯,22.4444,3,目,12024.3309,58,丁,1953.1259,12
项,332.6469,20,页,3263.0321,33,工,2306.0642,14
蹄,11.7679,10,足,2994.2815,62,帝,75.7037,6
锥,1.8815,5,钅,3731.8272,120,隹,3055.7531,15
骗,119.1111,20,马,1869.2049,34,扁,479.8815,9
抨,1.037,1,扌,19245.0025,233,平,348.3951,7
脏,71.521,18,月,21151.9802,115,庄,89.7531,3
谐,24.2914,6,讠,19842.7358,108,皆,31.1309,4
诀,11.0173,4,讠,19842.7358,108,夬,3374.8,7
抓,154.6914,14,扌,19245.0025,233,爪,154.6914,1
阅,48.563,19,门,3881.6296,28,兑,3850.6222,7
怎,1365.3975,7,心,19695.9012,59,乍,1921.6543,7
估,71.1506,11,亻,51543.5654,164,古,1063.2346,14
速,818.8049,60,辶,28384.0494,81,束,902.5284,2
硝,2.8395,11,石,1850.5235,61,肖,786.0395,16
披,19.7086,9,扌,19245.0025,233,皮,1762.9679,11
槌,1.4222,3,木,23327.0765,210,追,205.7975,2
抱,302.642,16,扌,19245.0025,233,包,982.5383,16
抛,40.1679,11,扌,19245.0025,233,抛,40.1679,1
毯,16.8444,7,毛,365.6148,5,炎,478.7654,5
迦,3.921,1,辶,28384.0494,81,加,670.1975,9
棕,9.9901,10,木,23327.0765,210,宗,272.4494,6
槟,7.9605,3,木,23327.0765,210,宾,65.1358,9
榔,1.3136,2,木,23327.0765,210,郎,21.0914,4
罄,0.8247,2,缶,162.7259,7,殸,37.3827,2
纹,61.8617,22,纟,11417.6494,100,文,147.5654,10
触,68.6815,24,角,891.2346,3,虫,115.837,2
诸,43.2,16,讠,19842.7358,108,者,4725.4617,16
醇,10.9679,9,酉,1758.6815,30,享,72.7605,6
的,32392.158,30,白,33709.0272,11,勺,32712.9333,6
椎,8.237,8,木,23327.0765,210,隹,3055.7531,15
拢,13.1802,9,扌,19245.0025,233,龙,231.2296,13
膀,31.6247,8,月,21151.9802,115,旁,147.037,10
浪,583.6741,31,氵,19088.7556,238,良,1050.8198,11
缄,0.8198,2,纟,11417.6494,100,咸,1876.5778,6
鹰,27.1358,19,鸟,608.1975,42,雁,27.7481,2
恳,6.6173,7,心,19695.9012,59,艮,5566.3062,16
娴,5.0716,2,女,18584.642,96,闲,6.7062,2
篷,7.6049,5,⺮,5914.6074,56,逢,38.7802,3
殆,1.7432,3,歹,1254.7407,15,台,1044.4,12
呦,22.8148,0,口,50016.563,297,幼,31.1407,5
纷,51.4963,17,纟,11417.6494,100,分,903.2593,12
脖,62.5926,5,月,21151.9802,115,孛,80.9086,4
僚,2.884,4,亻,51543.5654,164,尞,14.1679,8
怡,12.2617,2,忄,9431.3086,100,台,1044.4,12
拘,10.242,13,扌,19245.0025,233,句,627.0963,7
廊,13.758,6,广,5275.8617,28,郎,21.0914,4
拒,63.3037,8,扌,19245.0025,233,巨,190.7654,6
窃,20.4444,16,穴,1620.3358,24,切,23.0765,3
戳,16.9975,5,戈,29970.7358,17,翟,77.4469,3
斡,0.1975,1,斗,491.1062,5,龺,0.1975,1
峙,1.3037,1,山,1569.0568,42,寺,1909.516,8
俗,49.8716,29,亻,51543.5654,164,谷,217.5506,4
咪,58.8741,2,口,50016.563,297,米,294.5136,5
搂,5.9654,2,扌,19245.0025,233,娄,722.2716,13
撩,3.7827,3,扌,19245.0025,233,尞,14.1679,8
挑,268.5531,27,扌,19245.0025,233,兆,668.963,8
唆,1.7086,4,口,50016.563,297,夋,167.7432,11
咋,75.8963,2,口,50016.563,297,乍,1921.6543,7
艰,43.0617,10,艮,164.3457,3,艮,5566.3062,16
雁,4.8642,3,隹,1464.716,13,厂,4.8642,1
瞻,2.7753,6,目,12024.3309,58,詹,7.2593,5
妹,359.2296,18,女,18584.642,96,未,820.7358,7
纳,108.5877,29,纟,11417.6494,100,内,113.5704,4
患,43.1309,21,心,19695.9012,59,串,47.9012,2
罂,1.8025,2,缶,162.7259,7,婴,32.6469,5
啦,1029.3136,8,口,50016.563,297,拉,1029.3136,1
咨,10.7951,3,口,50016.563,297,次,317.6741,6
盒,58.0691,24,皿,839.1062,18,合,3729.6741,12
鸦,11.6148,5,鸟,608.1975,42,牙,575.3481,7
厨,55.0272,8,厂,1784.8691,17,尌,184.3457,2
帆,24.879,7,巾,5269.7481,32,凡,709.9704,5
咱,108.6123,1,口,50016.563,297,自,108.6123,1
疚,12.0593,4,疒,1856.2963,68,久,27.1704,3
杉,19.7531,7,木,23327.0765,210,彡,76.2123,2
爆,254.5333,24,火,3108.6963,70,暴,287.1259,3
痹,10.1728,1,疒,1856.2963,68,畀,10.1728,1
樘,0.0148,0,木,23327.0765,210,堂,142.0741,6
铡,0.1679,1,钅,3731.8272,120,则,363.9654,5
辖,3.0716,6,车,3498.0049,32,害,78.8198,5
沏,0.8099,1,氵,19088.7556,238,切,23.0765,3
洒,33.6,12,氵,19088.7556,238,西,177.679,6
芳,36.5037,14,艹,9164.7556,191,方,2059.4617,12
偷,179.0765,32,亻,51543.5654,164,俞,434.2568,11
渡,23.2889,18,氵,19088.7556,238,度,25.3284,3
邀,53.5852,8,辶,28384.0494,81,敫,298.5778,3
谅,95.0617,4,讠,19842.7358,108,京,676.9185,7
殉,1.6543,6,歹,1254.7407,15,旬,36.558,5
剔,8.7753,4,刂,10927.3679,39,易,93.0173,7
袭,55.7284,13,衣,2158.1333,18,龙,231.2296,13
哏,0.8741,1,口,50016.563,297,艮,5566.3062,16
橄,11.6049,7,木,23327.0765,210,敢,19.8617,3
榄,12.5432,7,木,23327.0765,210,览,20.7852,3
驹,3.2395,4,马,1869.2049,34,句,627.0963,7
绣,9.8272,7,纟,11417.6494,100,秀,163.1506,4
绚,8.2469,3,纟,11417.6494,100,旬,36.558,5
篇,88.0988,13,⺮,5914.6074,56,扁,479.8815,9
璧,1.5309,4,玉,121.6395,3,辟,263.5901,10
坳,0.1975,1,土,17088.4346,84,幼,31.1407,5
贡,14.3111,4,贝,3940.7309,52,工,2306.0642,14
藻,2.9877,8,艹,9164.7556,191,澡,2.9877,1
渐,49.684,10,氵,19088.7556,238,斩,118.563,5
斓,1.7136,3,文,706.3852,5,阑,9.4222,2
峻,2.8593,5,山,1569.0568,42,夋,167.7432,11
岭,11.2543,7,山,1569.0568,42,令,1249.5654,16
劈,9.2642,7,刀,5379.8074,12,辟,263.5901,10
雾,49.521,18,雨,2141.5901,24,务,411.3235,2
蔷,1.842,2,艹,9164.7556,191,啬,1.842,1
薇,19.2346,2,艹,9164.7556,191,微,19.2346,1
媒,37.837,9,女,18584.642,96,某,117.763,3
恤,12.8889,5,忄,9431.3086,100,血,12.9728,3
撬,2.9235,1,扌,19245.0025,233,毳,4.5086,2
辉,36.7111,13,车,3498.0049,32,军,220.1235,8
煌,20.9432,3,火,3108.6963,70,皇,47.1802,5
痤,0.7704,1,疒,1856.2963,68,坐,707.2049,5
啊,3242.1679,3,口,50016.563,297,阿,3243.2099,3
帖,25.2444,7,巾,5269.7481,32,占,4529.8963,14
暧,13.6247,1,日,29708.8296,72,爱,14.7012,2
惜,206.316,10,心,19695.9012,59,昔,1116.6667,5
裸,38.8049,6,衤,1737.6593,32,果,308.9235,8
蒙,65.7185,25,艹,9164.7556,191,冡,65.7185,1
仕,5.5358,3,亻,51543.5654,164,士,201.4272,2
逞,6.7506,4,辶,28384.0494,81,呈,254.2765,3
锣,4.8247,3,钅,3731.8272,120,罗,98.4593,6
捞,24.5284,6,扌,19245.0025,233,劳,38.5531,4
肢,8.5531,14,月,21151.9802,115,支,271.7235,9
舢,0.0543,1,舟,520.5333,12,山,18.4049,5
综,37.0321,10,纟,11417.6494,100,宗,272.4494,6
叩,1.7235,4,口,50016.563,297,卩,824.4346,4
碴,0.5185,2,石,1850.5235,61,查,28.4444,4
含,84.5037,31,口,50016.563,297,今,475.5951,8
甬,0.6025,1,用,1532.0049,5,用,200.1679,3
竿,2.6123,9,⺮,5914.6074,56,干,520.3753,12
赏,72.2667,26,贝,3940.7309,52,尚,1084.9827,12
毡,1.1259,5,毛,365.6148,5,占,4529.8963,14
拾,61.9259,9,扌,19245.0025,233,合,3729.6741,12
掇,0.6123,2,扌,19245.0025,233,叕,7.837,4
著,98.884,20,艹,9164.7556,191,者,4725.4617,16
潭,7.442,6,氵,19088.7556,238,覃,15.4469,2
粒,29.9309,15,米,2111.0864,32,立,552.0346,8
漂,218.0741,15,氵,19088.7556,238,票,297.3926,9
轿,17.1062,5,车,3498.0049,32,乔,166.2963,7
钞,11.1802,8,钅,3731.8272,120,少,617.2296,9
聩,0.1778,2,耳,1412.4099,18,贵,163.3728,6
咖,375.6444,13,口,50016.563,297,加,670.1975,9
啡,360.0346,12,口,50016.563,297,非,1368.5778,18
藜,0.484,0,艹,9164.7556,191,黎,0.484,1
噪,6.6025,5,口,50016.563,297,喿,268.9926,6
娘,211.0667,29,女,18584.642,96,良,1050.8198,11
诩,0.7309,1,讠,19842.7358,108,羽,1.6988,2
惭,5.6988,2,忄,9431.3086,100,斩,118.563,5
揪,8.1284,1,扌,19245.0025,233,秋,60.1136,6
镫,0.1136,1,钅,3731.8272,120,登,56.2963,7
颁,23.2444,4,页,3263.0321,33,分,903.2593,12
薯,27.7778,7,艹,9164.7556,191,署,30.9778,2
遁,1.5704,2,辶,28384.0494,81,盾,25.7679,2
桌,110.8444,24,木,23327.0765,210,卓,463.684,6
赎,8.3309,5,贝,3940.7309,52,卖,698.1531,8
均,53.7235,12,土,17088.4346,84,匀,68.7951,3
嗓,28.316,6,口,50016.563,297,桑,28.316,1
谪,0.0494,1,讠,19842.7358,108,啇,230.9185,4
铭,62.1235,8,钅,3731.8272,120,名,64.8099,3
窄,7.6543,2,穴,1620.3358,24,乍,1921.6543,7
暖,247.1901,31,日,29708.8296,72,爰,353.6395,4
蛀,1.6741,2,虫,1653.4963,97,主,1198.8593,7
凳,11.0173,5,几,1043.3432,7,登,56.2963,7
诽,1.8765,2,讠,19842.7358,108,非,1368.5778,18
英,400.9333,42,艹,9164.7556,191,央,449.4074,7
垮,8.5235,9,土,17088.4346,84,夸,46.7062,5
剽,0.9235,2,刂,10927.3679,39,票,297.3926,9
悍,12.5284,8,忄,9431.3086,100,旱,16.8494,3
拆,38.7704,13,扌,19245.0025,233,斥,518.242,2
粹,14.4543,4,米,2111.0864,32,卒,142.0988,8
菁,1.3432,0,艹,9164.7556,191,青,4527.8222,13
愕,1.279,1,忄,9431.3086,100,咢,11.6444,5
衡,33.7778,11,行,1660.7457,6,行,33.8617,2
瓶,148.6074,28,瓦,206.5778,5,并,470.9877,7
樱,22.3457,4,木,23327.0765,210,婴,32.6469,5
淋,34.2074,15,氵,19088.7556,238,林,154.4593,6
遭,113.6642,11,辶,28384.0494,81,曹,249.437,5
栽,8.0346,8,木,23327.0765,210,𢦏,8.0346,1
惨,113.8716,22,忄,9431.3086,100,参,124.637,5
蟾,0.9926,1,虫,1653.4963,97,詹,7.2593,5
驼,6.884,7,马,1869.2049,34,它,71.8667,10
赔,14.8494,13,贝,3940.7309,52,咅,1104.2469,8
箴,25.4815,1,⺮,5914.6074,56,咸,1876.5778,6
厮,5.1111,3,厂,1784.8691,17,斯,32.242,3
喧,18.8148,6,口,50016.563,297,宣,23.3235,5
捧,19.9062,8,扌,19245.0025,233,奉,221.2198,3
俚,0.5284,1,亻,51543.5654,164,里,926.5481,9
缀,5.7284,4,纟,11417.6494,100,叕,7.837,4
氧,20.6272,22,气,1142.9185,14,羊,2463.358,12
疽,0.6716,2,疒,1856.2963,68,且,1299.7877,15
惦,14.242,2,忄,9431.3086,100,店,23.5062,2
绍,86.2716,5,纟,11417.6494,100,召,2008.9086,12
鹭,1.358,3,鸟,608.1975,42,路,120.4346,4
廉,19.2889,13,广,5275.8617,28,兼,168.3309,4
琵,1.442,1,王,7173.763,52,比,265.3136,12
涛,12.8691,8,氵,19088.7556,238,寿,105.7778,6
磨,92.5037,33,石,1850.5235,61,麻,767.9358,6
腮,5.2296,3,月,21151.9802,115,思,12.8198,4
疸,0.3901,1,疒,1856.2963,68,旦,1634.7852,8
悯,5.2494,2,忄,9431.3086,100,闵,5.2494,1
贸,13.5506,9,贝,3940.7309,52,卯,413.6247,4
肮,6.3012,1,月,21151.9802,115,亢,326.8296,9
澄,5.7975,2,氵,19088.7556,238,登,56.2963,7
鸭,59.3975,12,鸟,608.1975,42,甲,81.916,8
砸,51.2642,3,石,1850.5235,61,匝,52.1679,2
咐,4.0346,2,口,50016.563,297,付,161.8469,5
箔,0.7704,3,⺮,5914.6074,56,泊,0.7704,1
莓,29.2346,2,艹,9164.7556,191,每,924.2519,10
肱,0.2025,1,月,21151.9802,115,厷,225.0469,3
姐,457.6988,17,女,18584.642,96,且,1299.7877,15
闺,21.6494,5,门,3881.6296,28,圭,976.8938,14
肌,49.0963,16,月,21151.9802,115,几,1575.4617,7
煎,33.042,2,灬,6163.1901,20,前,136.5975,3
努,193.3432,1,力,6800.9383,25,奴,295.3877,5
硼,0.3309,2,石,1850.5235,61,朋,70.558,5
暂,54.4889,10,日,29708.8296,72,斩,118.563,5
芯,9.6988,4,艹,9164.7556,191,心,12.6716,2
诺,112.0296,8,讠,19842.7358,108,若,162.6765,4
驾,59.0864,21,马,1869.2049,34,加,670.1975,9
址,538.637,11,土,17088.4346,84,止,610.1383,6
灼,10.7457,5,火,3108.6963,70,勺,32712.9333,6
殊,24.8148,8,歹,1254.7407,15,朱,142.1975,9
碘,0.8889,2,石,1850.5235,61,典,2.5383,2
溅,4.2469,2,氵,19088.7556,238,贱,4.2469,1
楂,7.1457,2,木,23327.0765,210,查,28.4444,4
藉,5.5852,3,艹,9164.7556,191,耤,25.3086,2
胳,10.1975,5,月,21151.9802,115,各,2410.8593,18
膊,10.2667,3,月,21151.9802,115,膊,10.2667,1
秩,5.1605,1,禾,3095.6593,38,失,49.5704,3
序,37.837,25,广,5275.8617,28,予,401.6099,6
祖,54.0889,30,礻,4131.121,25,且,1299.7877,15
蓓,1.516,1,艹,9164.7556,191,倍,1.516,1
蕾,26.5333,7,艹,9164.7556,191,雷,34.0593,3
鹊,2.1383,3,鸟,608.1975,42,昔,1116.6667,5
幂,33.9802,0,巾,5269.7481,32,冥,38.9333,2
轩,20.8198,2,车,3498.0049,32,干,520.3753,12
圃,0.6914,2,囗,7478.8593,24,甫,176.9333,10
矫,7.3827,7,矢,2475.6395,8,乔,166.2963,7
怯,5.6543,8,忄,9431.3086,100,去,467.121,3
剃,6.5284,4,刂,10927.3679,39,弟,179.6148,9
侄,21.6494,8,亻,51543.5654,164,至,184.4,5
宴,38.2272,19,宀,14193.9605,51,妟,38.2272,1
僵,35.1111,8,亻,51543.5654,164,畺,35.6099,2
歧,14.0444,6,止,2593.684,8,支,271.7235,9
弦,11.0864,18,弓,1939.1556,16,玄,66.9877,5
嗅,4.0691,2,口,50016.563,297,臭,10.6815,3
颅,2.637,4,页,3263.0321,33,卢,3.7531,5
拌,28.484,7,扌,19245.0025,233,半,350.0543,6
策,46.1778,23,⺮,5914.6074,56,朿,315.9062,3
洲,71.1753,17,氵,19088.7556,238,州,85.9654,2
泳,30.0642,21,氵,19088.7556,238,永,36.3753,2
慈,31.5704,13,心,19695.9012,59,兹,100.721,6
羚,1.5802,3,羊,4354.6667,12,令,1249.5654,16
悬,65.5704,18,心,19695.9012,59,县,65.5704,1
勃,16.7259,16,力,6800.9383,25,孛,80.9086,4
拟,19.7185,11,扌,19245.0025,233,以,236.8099,3
坦,61.8123,17,土,17088.4346,84,旦,1634.7852,8
蠖,0.0198,1,虫,1653.4963,97,蒦,0.5136,3
仍,76.558,3,亻,51543.5654,164,乃,370.158,3
歉,150.4247,5,欠,3701.916,13,欠,283.1852,5
颌,0.8642,2,页,3263.0321,33,合,3729.6741,12
邬,0.4049,0,阝,12852.079,66,乌,65.7531,3
梵,4.4741,1,木,23327.0765,210,凡,709.9704,5
饯,0.6025,3,饣,1257.0617,27,戋,1241.3728,10
侬,4.4296,0,亻,51543.5654,164,农,64.084,4
诘,0.2321,2,讠,19842.7358,108,吉,833.2889,8
擎,7.6444,3,手,3662.2469,15,敬,268.0494,3
疝,0.5531,1,疒,1856.2963,68,山,18.4049,5
耕,135.0914,7,耒,293.363,6,井,1114.3802,4
磷,2.6568,8,石,1850.5235,61,粦,14.5037,5
崎,6.7062,4,山,1569.0568,42,奇,155.7136,10
岖,1.2543,1,山,1569.0568,42,区,148.5086,14
聘,14.5284,13,耳,1412.4099,18,甹,15.8963,2
读,169.042,43,讠,19842.7358,108,卖,698.1531,8
笺,0.7605,2,⺮,5914.6074,56,戋,1241.3728,10
姨,77.6198,10,女,18584.642,96,夷,85.6691,4
蚊,25.4765,4,虫,1653.4963,97,文,147.5654,10
殿,17.0123,10,殳,327.1259,6,殿,17.5358,2
谩,1.2296,1,讠,19842.7358,108,曼,388.637,7
该,850.7012,3,讠,19842.7358,108,亥,2016.8395,10
淳,5.3975,2,氵,19088.7556,238,享,72.7605,6
园,294.3407,50,囗,7478.8593,24,元,3458.2914,7
倚,8.6815,6,亻,51543.5654,164,奇,155.7136,10
倭,0.3753,1,亻,51543.5654,164,委,42.7951,6
蚁,8.2914,8,虫,1653.4963,97,义,208.1185,3
熙,22.5975,2,灬,6163.1901,20,巸,22.5975,1
秧,1.1901,3,禾,3095.6593,38,央,449.4074,7
瓤,0.7309,2,瓜,145.5062,4,瓤,0.7309,1
煅,0.1185,1,火,3108.6963,70,段,20.5037,4
馨,36.558,3,香,360.8691,2,殸,37.3827,2
舷,0.7951,3,舟,520.5333,12,玄,66.9877,5
狒,1.2099,1,犭,1997.2346,39,弗,517.1704,7
祯,0.3407,0,礻,4131.121,25,贞,53.1654,3
忖,0.8938,3,忄,9431.3086,100,寸,117.0173,3
渠,7.2988,4,氵,19088.7556,238,洰,7.2988,1
苡,0.4247,1,艹,9164.7556,191,以,236.8099,3
叭,7.4321,6,口,50016.563,297,八,43.3432,3
坤,16.1827,0,土,17088.4346,84,申,1260.7654,8
霭,0.5481,1,雨,2141.5901,24,谒,2.6864,2
讹,0.7358,1,讠,19842.7358,108,化,1346.4444,5
蚂,6.2716,3,虫,1653.4963,97,马,4053.6296,7
较,152.7012,9,车,3498.0049,32,交,676.4988,16
鳍,0.6716,3,鱼,641.842,32,耆,0.6716,1
膏,25.9506,12,月,21151.9802,115,高,436.5284,7
蜜,154.9926,18,虫,1653.4963,97,宓,399.2395,2
菲,73.4321,2,艹,9164.7556,191,非,1368.5778,18
痧,0.8099,1,疒,1856.2963,68,沙,86.0691,5
狭,8.163,6,犭,1997.2346,39,夹,100.4889,7
隘,2.642,2,阝,12852.079,66,益,29.5358,4
吩,2.316,1,口,50016.563,297,分,903.2593,12
瞩,2.7309,4,目,12024.3309,58,属,10.6815,2
棺,5.2988,3,木,23327.0765,210,官,629.5457,5
幅,34.8444,16,巾,5269.7481,32,畐,1444.242,8
癫,11.1062,5,疒,1856.2963,68,颠,15.1753,2
叱,0.8494,2,口,50016.563,297,匕,0.8494,1
睑,1.3185,1,目,12024.3309,58,佥,1392.5531,11
慕,68.3358,8,心,19695.9012,59,莫,681.284,14
稍,39.1407,9,禾,3095.6593,38,肖,786.0395,16
吭,3.684,5,口,50016.563,297,亢,326.8296,9
驰,16.5432,8,马,1869.2049,34,也,8287.4519,8
佐,34.3704,10,亻,51543.5654,164,左,34.3704,1
杜,32.4988,7,木,23327.0765,210,土,310.163,4
蔗,2.9679,2,艹,9164.7556,191,庶,1263.1012,4
狠,56.8642,9,犭,1997.2346,39,艮,5566.3062,16
莎,74.0889,2,艹,9164.7556,191,沙,86.0691,5
忘,328.1877,24,心,19695.9012,59,亡,723.1605,8
恍,9.4272,6,忄,9431.3086,100,光,37.921,4
鸶,0.0346,1,鸟,608.1975,42,丝,0.0346,1
涤,3.0667,5,氵,19088.7556,238,条,3.2099,2
纶,5.9259,1,纟,11417.6494,100,仑,597.3037,8
瓯,0.7852,1,瓦,206.5778,5,区,148.5086,14
糠,0.8296,2,米,2111.0864,32,康,6.7556,2
苟,3.8864,8,艹,9164.7556,191,句,627.0963,7
港,101.363,18,氵,19088.7556,238,巷,101.363,1
鞑,0.3605,1,革,426.4889,10,达,17.6741,3
靼,0.15310000000000001,1,革,426.4889,10,旦,1634.7852,8
暑,13.8025,8,日,29708.8296,72,者,4725.4617,16
践,11.1704,4,足,2994.2815,62,戋,1241.3728,10
滤,9.684,6,氵,19088.7556,238,虑,9.684,1
填,37.8025,14,土,17088.4346,84,真,170.6123,6
攒,11.6247,2,扌,19245.0025,233,赞,11.6247,1
痂,0.6815,1,疒,1856.2963,68,加,670.1975,9
董,26.2617,6,艹,9164.7556,191,重,182.8247,3
嫡,0.3012,2,女,18584.642,96,啇,230.9185,4
燥,24.5037,5,火,3108.6963,70,喿,268.9926,6
眠,208.8593,20,目,12024.3309,58,民,214.8938,5
殡,1.8025,5,歹,1254.7407,15,宾,65.1358,9
唾,4.1975,5,口,50016.563,297,垂,15.6988,4
呛,6,1,口,50016.563,297,仓,653.9407,10
壤,3.3778,5,土,17088.4346,84,襄,15.916,4
畸,2.7358,4,田,4157.0321,22,奇,155.7136,10
绞,5.0864,11,纟,11417.6494,100,交,676.4988,16
谛,3.7136,1,讠,19842.7358,108,帝,75.7037,6
湄,0.7654,0,氵,19088.7556,238,眉,24.7605,3
梭,8.963,6,木,23327.0765,210,夋,167.7432,11
倏,0.242,2,亻,51543.5654,164,攸,303.5753,3
绸,3.1605,9,纟,11417.6494,100,周,348.8938,7
忱,1.2395,1,忄,9431.3086,100,冘,41.0025,3
挤,55.2741,11,扌,19245.0025,233,齐,162.5926,6
拷,4.9778,3,扌,19245.0025,233,考,81.8074,3
咙,23.9358,1,口,50016.563,297,龙,231.2296,13
谙,0.7309,3,讠,19842.7358,108,音,155.9111,4
荻,0.3901,0,艹,9164.7556,191,狄,0.3901,1
吻,70.6617,8,口,50016.563,297,勿,799.7086,5
婆,217.5111,26,女,18584.642,96,波,238.242,3
淇,11.7926,2,氵,19088.7556,238,其,1622.6914,13
傲,53.8025,8,亻,51543.5654,164,敖,146.3012,7
濒,2.0148,4,氵,19088.7556,238,频,2.6864,2
遒,0.0938,1,辶,28384.0494,81,酋,0.0938,1
黛,20.6667,1,黑,676.8296,10,代,150.079,3
